station_name,district,ps_cd_mha,thana_id,thana_name,tier,mappable,rule,by_name,by_name_confidence,by_geometry,by_geometry_name,by_geometry_similarity,proposal
KOTWALI,MUNGER,5113038,BH-5113038,KOTWALI P.S,confirmed,True,name and geometry agree,BH-5113038,1.0,BH-5113038,KOTWALI P.S,1.0,
SANGRAMPUR,MUNGER,5113045,BH-5113045,SANGRAMPUR P.S,confirmed,True,name and geometry agree,BH-5113045,1.0,BH-5113045,SANGRAMPUR P.S,1.0,
TARAPUR,MUNGER,5113052,BH-5113052,TARAPUR P.S,confirmed,True,name and geometry agree,BH-5113052,1.0,BH-5113052,TARAPUR P.S,1.0,
EKANGARSARAI,NALANDA,5134001,BH-5134001,EKANGARSARAI PS,confirmed,True,name and geometry agree,BH-5134001,1.0,BH-5134001,EKANGARSARAI PS,1.0,
ASTHAWAN,NALANDA,5134002,BH-5134002,ASTHAWAN PS,confirmed,True,name and geometry agree,BH-5134002,1.0,BH-5134002,ASTHAWAN PS,1.0,
AUNGARI,NALANDA,5134004,BH-5134004,AUNGARI PS,confirmed,True,name and geometry agree,BH-5134004,1.0,BH-5134004,AUNGARI PS,1.0,
BIHAR,NALANDA,5134005,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.625,BH-5134023,LAHERI PS,0.182,BH-5134023
BIND,NALANDA,5134007,BH-5134007,BIND PS,confirmed,True,name and geometry agree,BH-5134007,1.0,BH-5134007,BIND PS,1.0,
CHANDI,NALANDA,5134008,BH-5134008,CHANDI PS,confirmed,True,name and geometry agree,BH-5134008,1.0,BH-5134008,CHANDI PS,1.0,
DEEP NAGAR,NALANDA,5134009,BH-5134009,DEEPNAGAR PS,confirmed,True,name and geometry agree,BH-5134009,1.0,BH-5134009,DEEPNAGAR PS,1.0,
GIRIYAK,NALANDA,5134010,BH-5134010,GIRIAK PS,confirmed,True,name and geometry agree,BH-5134010,1.0,BH-5134010,GIRIAK PS,1.0,
HILSA,NALANDA,5134011,BH-5134011,HILSA PS,confirmed,True,name and geometry agree,BH-5134011,1.0,BH-5134011,HILSA PS,1.0,
RAJGIR,NALANDA,5134013,BH-5134013,RAJGIR PS,confirmed,True,name and geometry agree,BH-5134013,1.0,BH-5134013,RAJGIR PS,1.0,
HARNAUT,NALANDA,5134015,BH-5134015,HARNAUT PS,confirmed,True,name and geometry agree,BH-5134015,1.0,BH-5134015,HARNAUT PS,1.0,
ISLAMPUR,NALANDA,5134016,BH-5134016,ISLAMPUR PS,confirmed,True,name and geometry agree,BH-5134016,1.0,BH-5134016,ISLAMPUR PS,1.0,
NOORSARAI,NALANDA,5134017,BH-5134017,NOORSARAI PS,confirmed,True,name and geometry agree,BH-5134017,1.0,BH-5134017,NOORSARAI PS,1.0,
RAHUI,NALANDA,5134018,BH-5134018,RAHUI PS,confirmed,True,name and geometry agree,BH-5134018,1.0,BH-5134018,RAHUI PS,1.0,
SILAO,NALANDA,5134019,BH-5134019,SILAO PS,confirmed,True,name and geometry agree,BH-5134019,1.0,BH-5134019,SILAO PS,1.0,
SARMERA,NALANDA,5134020,BH-5134020,SARMERA PS,confirmed,True,name and geometry agree,BH-5134020,1.0,BH-5134020,SARMERA PS,1.0,
KARAI PARASURAI,NALANDA,5134021,BH-5134021,KARAI PARSURAI PS,confirmed,True,name and geometry agree,BH-5134021,0.963,BH-5134021,KARAI PARSURAI PS,0.963,
LAHERI,NALANDA,5134023,BH-5134023,LAHERI PS,confirmed,True,name and geometry agree,BH-5134023,1.0,BH-5134023,LAHERI PS,1.0,
MANPUR,NALANDA,5134024,BH-5134024,MANPUR PS,confirmed,True,name and geometry agree,BH-5134024,1.0,BH-5134024,MANPUR PS,1.0,
PARWALPUR,NALANDA,5134025,BH-5134025,PARWALPUR PS,confirmed,True,name and geometry agree,BH-5134025,1.0,BH-5134025,PARWALPUR PS,1.0,
NALANDA,NALANDA,5134026,BH-5134026,NALANDA PS,confirmed,True,name and geometry agree,BH-5134026,1.0,BH-5134026,NALANDA PS,1.0,
TELMAR,NALANDA,5134028,BH-5134028,TELMAR PS,confirmed,True,name and geometry agree,BH-5134028,1.0,BH-5134028,TELMAR PS,1.0,
VENA,NALANDA,5134029,BH-5134029,WENA PS,name-over-geometry,True,"name matched 'WENA PS' at 1.0; point fell in 'NALANDA PS', which is the unreliable witness",BH-5134029,1.0,BH-5134026,NALANDA PS,0.364,
CHHABILAPUR,NALANDA,5134035,BH-5134035,CHHABILAPUR PS,confirmed,True,name and geometry agree,BH-5134035,1.0,BH-5134035,CHHABILAPUR PS,1.0,
KHUDA GANJ,NALANDA,5134037,BH-5134037,KHUDAGANJ PS,confirmed,True,name and geometry agree,BH-5134037,1.0,BH-5134037,KHUDAGANJ PS,1.0,
NAGARNAUSA,NALANDA,5134039,BH-5134039,NAGARNAUSA PS,confirmed,True,name and geometry agree,BH-5134039,1.0,BH-5134039,NAGARNAUSA PS,1.0,
CHIKSOHRA,NALANDA,5134041,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.778,BH-5134011,HILSA PS,0.571,BH-5134011
KATRI SARAI,NALANDA,5134042,BH-5134042,KATRISARAI PS,confirmed,True,name and geometry agree,BH-5134042,1.0,BH-5134042,KATRISARAI PS,1.0,
SARE,NALANDA,5134065,BH-5134065,SARE PS,name-over-geometry,True,"name matched 'SARE PS' at 1.0; point fell in 'ASTHAWAN PS', which is the unreliable witness",BH-5134065,1.0,BH-5134002,ASTHAWAN PS,0.333,
SOH SARAI,NALANDA,5134067,BH-5134067,SOHSARAI PS,confirmed,True,name and geometry agree,BH-5134067,1.0,BH-5134067,SOHSARAI PS,1.0,
THARTHARI,NALANDA,5134069,BH-5134069,THARTHARI PS,confirmed,True,name and geometry agree,BH-5134069,1.0,BH-5134069,THARTHARI PS,1.0,
TELHARA,NALANDA,5134070,BH-5134070,TELHARA PS,name-over-geometry,True,"name matched 'TELHARA PS' at 1.0; point fell in 'LAHERI PS', which is the unreliable witness",BH-5134070,1.0,BH-5134023,LAHERI PS,0.308,
Ben,NALANDA,5134071,BH-5134071,BEN PS,confirmed,True,name and geometry agree,BH-5134071,1.0,BH-5134071,BEN PS,1.0,
BIHPUR,NAUGACHHIA,5798010,BH-5798010,BIHPUR,confirmed,True,name and geometry agree,BH-5798010,1.0,BH-5798010,BIHPUR,1.0,
ISMAILPUR,NAUGACHHIA,5798011,BH-5798011,ISMAILPUR,name-over-geometry,True,"name matched 'ISMAILPUR' at 1.0; point fell in 'SONBARSA NADI', which is the unreliable witness",BH-5798011,1.0,BH-5798040,SONBARSA NADI,0.095,
DHOLBAJJA,NAUGACHHIA,5798012,BH-5798012,DHOLBAJJA,name-only,True,no usable point; unambiguous name match,BH-5798012,1.0,,,0.0,
GOPALPUR,NAUGACHHIA,5798020,BH-5798020,GOPALPUR,name-only,True,no usable point; unambiguous name match,BH-5798020,1.0,,,0.0,
KHARIK,NAUGACHHIA,5798023,BH-5798023,KHARIK,confirmed,True,name and geometry agree,BH-5798023,1.0,BH-5798023,KHARIK,1.0,
NAUGACHHIA,NAUGACHHIA,5798037,BH-5798037,NAUGACHIA,confirmed,True,name and geometry agree,BH-5798037,1.0,BH-5798037,NAUGACHIA,1.0,
PARBATTA,NAUGACHHIA,5798038,BH-5798038,PARBATTA,confirmed,True,name and geometry agree,BH-5798038,1.0,BH-5798038,PARBATTA,1.0,
AKBARPUR,NAWADA,5136001,BH-5136001,AKBARPUR,confirmed,True,name and geometry agree,BH-5136001,1.0,BH-5136001,AKBARPUR,1.0,
GOBINDPUR,NAWADA,5136005,BH-5136005,GOVINDPUR,confirmed,True,name and geometry agree,BH-5136005,0.889,BH-5136005,GOVINDPUR,0.889,
KASHICHAK,NAWADA,5136008,BH-5136008,KASICHAK,confirmed,True,name and geometry agree,BH-5136008,0.941,BH-5136008,KASICHAK,0.941,
HISUA,NAWADA,5136010,BH-5136010,HISUA,confirmed,True,name and geometry agree,BH-5136010,1.0,BH-5136010,HISUA,1.0,
KAUAKOL,NAWADA,5136011,BH-5136011,KAWAKOL,corroborated,True,"name 'KAUAKOL' ~ 'KAWAKOL' at 0.86, below the 0.86 threshold but the point falls inside it",,0.857,BH-5136011,KAWAKOL,0.857,
NARHAT,NAWADA,5136012,BH-5136012,NARHAT,confirmed,True,name and geometry agree,BH-5136012,1.0,BH-5136012,NARHAT,1.0,
NAGAR,NAWADA,5136013,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5136013,NAWADA,0.545,BH-5136013
PAKRI BARAWAN,NAWADA,5136014,BH-5136014,PAKARI BARAWAN,confirmed,True,name and geometry agree,BH-5136014,0.96,BH-5136014,PAKARI BARAWAN,0.96,
RAJAULI,NAWADA,5136015,BH-5136015,RAJAULI,confirmed,True,name and geometry agree,BH-5136015,1.0,BH-5136015,RAJAULI,1.0,
NARDIGANJ,NAWADA,5136017,BH-5136017,NARDIGANJ,confirmed,True,name and geometry agree,BH-5136017,1.0,BH-5136017,NARDIGANJ,1.0,
MUFASSIL,NAWADA,5136018,BH-5136018,MUFFASIL,confirmed,True,name and geometry agree,BH-5136018,1.0,BH-5136018,MUFFASIL,1.0,
ROH,NAWADA,5136019,BH-5136019,ROH,confirmed,True,name and geometry agree,BH-5136019,1.0,BH-5136019,ROH,1.0,
SIRDALLA,NAWADA,5136020,BH-5136020,SIRDALA,confirmed,True,name and geometry agree,BH-5136020,1.0,BH-5136020,SIRDALA,1.0,
WARIS ALIGANJ,NAWADA,5136021,BH-5136021,WARISALIGANJ,confirmed,True,name and geometry agree,BH-5136021,1.0,BH-5136021,WARISALIGANJ,1.0,
ALAMGANJ,PATNA,5117001,BH-5117001,ALAMGANJ,confirmed,True,name and geometry agree,BH-5117001,1.0,BH-5117001,ALAMGANJ,1.0,
ATHMALGOLA,PATNA,5117002,BH-5117002,ATHMALGOLA,confirmed,True,name and geometry agree,BH-5117002,1.0,BH-5117002,ATHMALGOLA,1.0,
AGAMKUAN,PATNA,5117004,BH-5117004,AGAMKUAN,confirmed,True,name and geometry agree,BH-5117004,1.0,BH-5117004,AGAMKUAN,1.0,
BAKHTIARPUR,PATNA,5117005,BH-5117005,BAKHTIYARPUR,confirmed,True,name and geometry agree,BH-5117005,1.0,BH-5117005,BAKHTIYARPUR,1.0,
BARH,PATNA,5117006,BH-5117006,BARH,confirmed,True,name and geometry agree,BH-5117006,1.0,BH-5117006,BARH,1.0,
BIHTA,PATNA,5117008,BH-5117008,BIHTA,confirmed,True,name and geometry agree,BH-5117008,1.0,BH-5117008,BIHTA,1.0,
BIKRAM,PATNA,5117009,BH-5117009,BIKRAM,confirmed,True,name and geometry agree,BH-5117009,1.0,BH-5117009,BIKRAM,1.0,
BHADAUR,PATNA,5117010,BH-5117082,BAHADURPUR,corroborated,True,"name 'BHADAUR' ~ 'BAHADURPUR' at 0.71, below the 0.86 threshold but the point falls inside it",,0.706,BH-5117082,BAHADURPUR,0.706,
BUDDHA COLONY,PATNA,5117012,BH-5117012,BUDDHA COLONY,confirmed,True,name and geometry agree,BH-5117012,1.0,BH-5117012,BUDDHA COLONY,1.0,
CHOWK,PATNA,5117014,BH-5117014,CITY CHOWK,corroborated,True,"name 'CHOWK' ~ 'CITY CHOWK' at 0.71, below the 0.86 threshold but the point falls inside it",,0.714,BH-5117014,CITY CHOWK,0.714,
BELCHHI,PATNA,5117016,BH-5117016,BELCHHI,confirmed,True,name and geometry agree,BH-5117016,1.0,BH-5117016,BELCHHI,1.0,
BHAGWANGANJ,PATNA,5117017,BH-5117017,BHAGWANGANJ,confirmed,True,name and geometry agree,BH-5117017,1.0,BH-5117017,BHAGWANGANJ,1.0,
DHANARUA,PATNA,5117018,BH-5117018,DHANARUA,confirmed,True,name and geometry agree,BH-5117018,1.0,BH-5117018,DHANARUA,1.0,
DIGHA,PATNA,5117019,BH-5117019,DIGHA,confirmed,True,name and geometry agree,BH-5117019,1.0,BH-5117019,DIGHA,1.0,
DANAPUR,PATNA,5117022,BH-5117022,DANAPUR,confirmed,True,name and geometry agree,BH-5117022,1.0,BH-5117022,DANAPUR,1.0,
DULHIN BAZAAR,PATNA,5117024,BH-5117024,DULHIN BAZAR,confirmed,True,name and geometry agree,BH-5117024,1.0,BH-5117024,DULHIN BAZAR,1.0,
FATUHA,PATNA,5117026,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5117026,FATWAH,0.667,BH-5117026
GANDHI MAIDAN,PATNA,5117028,BH-5117028,GANDHI MAIDAN,confirmed,True,name and geometry agree,BH-5117028,1.0,BH-5117028,GANDHI MAIDAN,1.0,
GARDANI BAGH,PATNA,5117029,BH-5117029,GARDANIBAGH,confirmed,True,name and geometry agree,BH-5117029,1.0,BH-5117029,GARDANIBAGH,1.0,
GAURICHAK,PATNA,5117031,BH-5117031,GOURICHAK,confirmed,True,name and geometry agree,BH-5117031,0.889,BH-5117031,GOURICHAK,0.889,
HATHIDAH,PATNA,5117034,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5117051,MOKAMA,0.286,BH-5117051
DANIYAWAN,PATNA,5117035,BH-5117035,DANIYAWAN,confirmed,True,name and geometry agree,BH-5117035,1.0,BH-5117035,DANIYAWAN,1.0,
GHOSWARI,PATNA,5117036,BH-5117036,GHOSWARI,confirmed,True,name and geometry agree,BH-5117036,1.0,BH-5117036,GHOSWARI,1.0,
MARANCHI,PATNA,5117037,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.625,BH-5117051,MOKAMA,0.286,BH-5117051
PIPRA,PATNA,5117038,BH-5117038,PIPRA,name-over-geometry,True,"name matched 'PIPRA' at 1.0; point fell in 'PARSA BAZAR', which is the unreliable witness",BH-5117038,1.0,BH-5117056,PARSA BAZAR,0.4,
SAKSOHARA,PATNA,5117039,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.625,BH-5117016,BELCHHI,0.133,BH-5117016
SHAHJEHANPUR,PATNA,5117040,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.737,BH-5117035,DANIYAWAN,0.2,BH-5117035
KADAMKUAN,PATNA,5117041,BH-5117041,KADAMKUAN,confirmed,True,name and geometry agree,BH-5117041,1.0,BH-5117041,KADAMKUAN,1.0,
KHAGAUL,PATNA,5117042,BH-5117042,KHAGAUL,confirmed,True,name and geometry agree,BH-5117042,1.0,BH-5117042,KHAGAUL,1.0,
KHAJEKALAN,PATNA,5117043,BH-5117043,KHAJEKALAN,confirmed,True,name and geometry agree,BH-5117043,1.0,BH-5117043,KHAJEKALAN,1.0,
KOTWALI,PATNA,5117044,BH-5117044,KOTWALI,name-over-geometry,True,"name matched 'KOTWALI' at 1.0; point fell in 'GANDHI MAIDAN', which is the unreliable witness",BH-5117044,1.0,BH-5117028,GANDHI MAIDAN,0.211,
KHUSRUPUR,PATNA,5117045,BH-5117045,KHUSRUPUR,confirmed,True,name and geometry agree,BH-5117045,1.0,BH-5117045,KHUSRUPUR,1.0,
SRI KRISHNA PURI,PATNA,5117046,BH-5117046,SK PURI,corroborated,True,'SRI KRISHNA PURI' and 'SK PURI': initials expanded; the point falls inside it,,0.621,BH-5117046,SK PURI,0.6,
JANIPUR,PATNA,5117047,BH-5117047,JANIPUR,confirmed,True,name and geometry agree,BH-5117047,1.0,BH-5117047,JANIPUR,1.0,
MALSALAMI,PATNA,5117048,BH-5117048,MALSALAMI,confirmed,True,name and geometry agree,BH-5117048,1.0,BH-5117048,MALSALAMI,1.0,
MANER,PATNA,5117049,BH-5117049,MANER,confirmed,True,name and geometry agree,BH-5117049,1.0,BH-5117049,MANER,1.0,
MASAURHI,PATNA,5117050,BH-5117050,MASAURHI,confirmed,True,name and geometry agree,BH-5117050,1.0,BH-5117050,MASAURHI,1.0,
MOKAMAH,PATNA,5117051,BH-5117051,MOKAMA,confirmed,True,name and geometry agree,BH-5117051,0.923,BH-5117051,MOKAMA,0.923,
MEHANDIGANJ,PATNA,5117053,BH-5117053,MEHANDIGANJ,confirmed,True,name and geometry agree,BH-5117053,1.0,BH-5117053,MEHANDIGANJ,1.0,
NAUBATPUR,PATNA,5117054,BH-5117054,NAUBATPUR,confirmed,True,name and geometry agree,BH-5117054,1.0,BH-5117054,NAUBATPUR,1.0,
PARSA BAZAAR,PATNA,5117056,BH-5117056,PARSA BAZAR,confirmed,True,name and geometry agree,BH-5117056,1.0,BH-5117056,PARSA BAZAR,1.0,
PATRAKAR NAGAR,PATNA,5117057,BH-5117057,PATRAKAR NAGAR,confirmed,True,name and geometry agree,BH-5117057,1.0,BH-5117057,PATRAKAR NAGAR,1.0,
PALIGANJ,PATNA,5117058,BH-5117058,PALIGANJ,confirmed,True,name and geometry agree,BH-5117058,1.0,BH-5117058,PALIGANJ,1.0,
PANDARAK,PATNA,5117059,BH-5117059,PANDARAK,confirmed,True,name and geometry agree,BH-5117059,1.0,BH-5117059,PANDARAK,1.0,
PHULWARI,PATNA,5117060,BH-5117060,PHULWARI SHARIF,corroborated,True,"name 'PHULWARI' ~ 'PHULWARI SHARIF' at 0.70, below the 0.86 threshold but the point falls inside it",,0.7,BH-5117060,PHULWARI SHARIF,0.7,
PIRBAHORE,PATNA,5117061,BH-5117061,PEERBAHORE,confirmed,True,name and geometry agree,BH-5117061,1.0,BH-5117061,PEERBAHORE,1.0,
PUNPUN,PATNA,5117062,BH-5117062,PUNPUN,confirmed,True,name and geometry agree,BH-5117062,1.0,BH-5117062,PUNPUN,1.0,
JAKKANPUR,PATNA,5117063,BH-5117063,JAKKANPUR,confirmed,True,name and geometry agree,BH-5117063,1.0,BH-5117063,JAKKANPUR,1.0,
SACHIWALAYA,PATNA,5117064,BH-5117064,SACHIWALAYA,confirmed,True,name and geometry agree,BH-5117064,1.0,BH-5117064,SACHIWALAYA,1.0,
KANKAR BAGH,PATNA,5117065,BH-5117065,KANKARBAGH,confirmed,True,name and geometry agree,BH-5117065,1.0,BH-5117065,KANKARBAGH,1.0,
PATLIPUTRA,PATNA,5117069,BH-5117069,PATLIPUTRA,name-over-geometry,True,"name matched 'PATLIPUTRA' at 1.0; point fell in 'DIGHA', which is the unreliable witness",BH-5117069,1.0,BH-5117019,DIGHA,0.143,
SULTANGANJ,PATNA,5117073,BH-5117073,SULTANGANJ,confirmed,True,name and geometry agree,BH-5117073,1.0,BH-5117073,SULTANGANJ,1.0,
RANIA TALAB,PATNA,5117075,BH-5117075,RANI TALAB,confirmed,True,name and geometry agree,BH-5117075,0.947,BH-5117075,RANI TALAB,0.947,
SHAHPUR,PATNA,5117077,BH-5117077,SHAHPUR,name-only,True,no usable point; unambiguous name match,BH-5117077,1.0,,,0.0,
SIGAURI,PATNA,5117079,BH-5117079,SIGORHI,corroborated,True,"name 'SIGAURI' ~ 'SIGORHI' at 0.71, below the 0.86 threshold but the point falls inside it",,0.714,BH-5117079,SIGORHI,0.714,
SHASTRI NAGAR,PATNA,5117081,BH-5117081,SHASTRI NAGAR,confirmed,True,name and geometry agree,BH-5117081,1.0,BH-5117081,SHASTRI NAGAR,1.0,
BAHADURPUR,PATNA,5117082,BH-5117082,BAHADURPUR,confirmed,True,name and geometry agree,BH-5117082,1.0,BH-5117082,BAHADURPUR,1.0,
BEUR,PATNA,5117083,BH-5117083,BEOUR JAIL,corroborated,True,"'BEUR' and 'BEOUR JAIL': same consonant skeleton, unique in this district; the point falls inside it",,0.615,BH-5117083,BEOUR JAIL,0.615,
GOPALPUR,PATNA,5117084,BH-5117084,GOPALPUR,confirmed,True,name and geometry agree,BH-5117084,1.0,BH-5117084,GOPALPUR,1.0,
BYEPASS,PATNA,5117085,BH-5117085,BYPASS,confirmed,True,name and geometry agree,BH-5117085,0.909,BH-5117085,BYPASS,0.909,
HAWAI ADDA,PATNA,5117086,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.526,BH-5117003,AIRPORT,0.267,BH-5117003
KADIRGANJ,PATNA,5117087,BH-5117087,KADIRGANJ,confirmed,True,name and geometry agree,BH-5117087,1.0,BH-5117087,KADIRGANJ,1.0,
KHIRI MORE,PATNA,5117088,BH-5117088,KHIRDI MORE,confirmed,True,name and geometry agree,BH-5117088,0.941,BH-5117088,KHIRDI MORE,0.941,
NTPC,PATNA,5117090,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.462,BH-5117059,PANDARAK,0.167,BH-5117059
RAJEEV NAGAR,PATNA,5117092,BH-5117092,RAAJEEVNAGAR,name-over-geometry,True,"name matched 'RAAJEEVNAGAR' at 1.0; point fell in 'DIGHA', which is the unreliable witness",BH-5117092,1.0,BH-5117019,DIGHA,0.429,
RAM KRISHNA NAGAR,PATNA,5117093,BH-5117093,RAMKRISHNA NAGAR,confirmed,True,name and geometry agree,BH-5117093,1.0,BH-5117093,RAMKRISHNA NAGAR,1.0,
RUPASPUR,PATNA,5117095,BH-5117095,RUPASPUR,name-over-geometry,True,"name matched 'RUPASPUR' at 1.0; point fell in 'KHAGAUL', which is the unreliable witness",BH-5117095,1.0,BH-5117042,KHAGAUL,0.143,
SALIMPUR,PATNA,5117096,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5117005,BAKHTIYARPUR,0.556,BH-5117005
AMAUR,PURNIA,5118001,BH-5118001,AMOUR,corroborated,True,"name 'AMAUR' ~ 'AMOUR' at 0.80, below the 0.86 threshold but the point falls inside it",,0.8,BH-5118001,AMOUR,0.8,
BHAWANIPUR,PURNIA,5118002,BH-5118002,BHAWANIPUR,confirmed,True,name and geometry agree,BH-5118002,1.0,BH-5118002,BHAWANIPUR,1.0,
ANGARH,PURNIA,5118003,BH-5118003,ANGHARDH,name-only,True,no usable point; unambiguous name match,BH-5118003,0.923,,,0.0,
Maranga,PURNIA,5118004,BH-5118007,MARANGA,name-over-geometry,True,"name matched 'MARANGA' at 1.0; point fell in 'PURNIA SADAR', which is the unreliable witness",BH-5118007,1.0,BH-5118064,PURNIA SADAR,0.222,
Mufassil,PURNIA,5118006,BH-5118006,MUFFASIL,name-only,True,no usable point; unambiguous name match,BH-5118006,1.0,,,0.0,
RUPAULI,PURNIA,5118008,BH-5118008,RUPAULI,confirmed,True,name and geometry agree,BH-5118008,1.0,BH-5118008,RUPAULI,1.0,
BARHARA KOTHI,PURNIA,5118011,BH-5118011,BARHARA,corroborated,True,"name 'BARHARA KOTHI' ~ 'BARHARA' at 0.74, below the 0.86 threshold but the point falls inside it",,0.737,BH-5118011,BARHARA,0.737,
BANMANKHI,PURNIA,5118013,BH-5118013,BANMANKHI,confirmed,True,name and geometry agree,BH-5118013,1.0,BH-5118013,BANMANKHI,1.0,
DHAMDAHA,PURNIA,5118019,BH-5118019,DHAMDAHA,confirmed,True,name and geometry agree,BH-5118019,1.0,BH-5118019,DHAMDAHA,1.0,
JANKI NAGAR,PURNIA,5118028,BH-5118028,JANKINAGAR,confirmed,True,name and geometry agree,BH-5118028,1.0,BH-5118028,JANKINAGAR,1.0,
KHAJANCHI HAT,PURNIA,5118039,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.476,BH-5118064,PURNIA SADAR,0.273,BH-5118064
MIRGANJ,PURNIA,5118044,BH-5118044,MIRGANJ,confirmed,True,name and geometry agree,BH-5118044,1.0,BH-5118044,MIRGANJ,1.0,
KRITYANAND NAGAR,PURNIA,5118046,BH-5118046,KRITYANAND NAGAR,confirmed,True,name and geometry agree,BH-5118046,1.0,BH-5118046,KRITYANAND NAGAR,1.0,
KASBA,PURNIA,5118050,BH-5118050,KASBA,confirmed,True,name and geometry agree,BH-5118050,1.0,BH-5118050,KASBA,1.0,
JALALGARH,PURNIA,5118052,BH-5118052,JALALGARH,confirmed,True,name and geometry agree,BH-5118052,1.0,BH-5118052,JALALGARH,1.0,
RAUTA,PURNIA,5118062,BH-5118062,RAUTA,confirmed,True,name and geometry agree,BH-5118062,1.0,BH-5118062,RAUTA,1.0,
SADAR,PURNIA,5118064,BH-5118064,PURNIA SADAR,corroborated,True,'SADAR' and 'PURNIA SADAR': one name contains the other; the point falls inside it,,0.625,BH-5118064,PURNIA SADAR,0.625,
SARSI,PURNIA,5118068,BH-5118068,SARSI,confirmed,True,name and geometry agree,BH-5118068,1.0,BH-5118068,SARSI,1.0,
BAISI,PURNIA,5118071,BH-5118071,BAISI,confirmed,True,name and geometry agree,BH-5118071,1.0,BH-5118071,BAISI,1.0,
TIKAPATTI,PURNIA,5118075,BH-5118075,TIKAPATTI,confirmed,True,name and geometry agree,BH-5118075,1.0,BH-5118075,TIKAPATTI,1.0,
Dagarua,PURNIA,5118077,BH-5118077,DAGARUA,confirmed,True,name and geometry agree,BH-5118077,1.0,BH-5118077,DAGARUA,1.0,
KOCHAS,ROHTAS,5125001,BH-5125001,KOCHAS,confirmed,True,name and geometry agree,BH-5125001,1.0,BH-5125001,KOCHAS,1.0,
DARIHAT,ROHTAS,5125002,BH-5125002,DARIHAT,confirmed,True,name and geometry agree,BH-5125002,1.0,BH-5125002,DARIHAT,1.0,
BAGHELA,ROHTAS,5125004,BH-5125004,BAGHAILA,corroborated,True,"name 'BAGHELA' ~ 'BAGHAILA' at 0.77, below the 0.86 threshold but the point falls inside it",,0.769,BH-5125004,BAGHAILA,0.769,
CHENARI,ROHTAS,5125006,BH-5125006,CHENARI,confirmed,True,name and geometry agree,BH-5125006,1.0,BH-5125006,CHENARI,1.0,
AMJHAUR,ROHTAS,5125007,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.769,BH-5125021,ROHTAS,0.154,BH-5125021
CHUTIA,ROHTAS,5125008,BH-5125008,CHUTIA,confirmed,True,name and geometry agree,BH-5125008,1.0,BH-5125008,CHUTIA,1.0,
DAWAT,ROHTAS,5125010,BH-5125010,DAWETH,corroborated,True,"name 'DAWAT' ~ 'DAWETH' at 0.73, below the 0.86 threshold but the point falls inside it",,0.727,BH-5125010,DAWETH,0.727,
DINARA,ROHTAS,5125011,BH-5125011,DINARA,confirmed,True,name and geometry agree,BH-5125011,1.0,BH-5125011,DINARA,1.0,
NATWAR,ROHTAS,5125012,BH-5125012,NATWAR PS,confirmed,True,name and geometry agree,BH-5125012,1.0,BH-5125012,NATWAR PS,1.0,
KARAKAT,ROHTAS,5125014,BH-5125014,KARAKAT,confirmed,True,name and geometry agree,BH-5125014,1.0,BH-5125014,KARAKAT,1.0,
KARGHAR,ROHTAS,5125016,BH-5125016,KARAGHAR,confirmed,True,name and geometry agree,BH-5125016,0.923,BH-5125016,KARAGHAR,0.923,
AKORHIGOLA,ROHTAS,5125017,BH-5125017,AKHORI GOLA,confirmed,True,name and geometry agree,BH-5125017,0.947,BH-5125017,AKHORI GOLA,0.947,
NOKHA,ROHTAS,5125018,BH-5125018,NOKHA,confirmed,True,name and geometry agree,BH-5125018,1.0,BH-5125018,NOKHA,1.0,
NASRIGANJ,ROHTAS,5125019,BH-5125019,NASRIGANJ,confirmed,True,name and geometry agree,BH-5125019,1.0,BH-5125019,NASRIGANJ,1.0,
ROHTAS,ROHTAS,5125021,BH-5125021,ROHTAS,confirmed,True,name and geometry agree,BH-5125021,1.0,BH-5125021,ROHTAS,1.0,
SASARAM NAGAR,ROHTAS,5125022,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.64,BH-5125022,SASARAM (MUFASSIL),0.64,BH-5125022
SHIVSAGAR,ROHTAS,5125023,BH-5125023,SHEOSAGAR,corroborated,True,"name 'SHIVSAGAR' ~ 'SHEOSAGAR' at 0.78, below the 0.86 threshold but the point falls inside it",,0.778,BH-5125023,SHEOSAGAR,0.778,
DEHRI,ROHTAS,5125024,BH-5125024,DEHRI,confirmed,True,name and geometry agree,BH-5125024,1.0,BH-5125024,DEHRI,1.0,
BIKRAMGANJ,ROHTAS,5125025,BH-5125025,BIKRAMGANJ,confirmed,True,name and geometry agree,BH-5125025,1.0,BH-5125025,BIKRAMGANJ,1.0,
