station_id,ps_cd_mha,name,district,district_raw,kind,latitude,longitude,thana_id,match_method,name_agreement
BH-PS-5793007,5793007,NAGAR,BUXAR,BUXAR,territorial,25.572,83.9719,BH-5793014,spatial-only,0.167
BH-PS-5793009,5793009,DUMRAON,BUXAR,BUXAR,territorial,25.5568,84.1462,BH-5793009,spatial+name,1.0
BH-PS-5793010,5793010,ITARHI,BUXAR,BUXAR,territorial,25.4872,84.0102,BH-5793010,spatial+name,1.0
BH-PS-5793014,5793014,MUFASSIL,BUXAR,BUXAR,territorial,25.4994,83.8848,BH-5793014,spatial+name,1.0
BH-PS-5793017,5793017,NAWA NAGAR,BUXAR,BUXAR,territorial,25.384,84.2103,BH-5793017,spatial+name,1.0
BH-PS-5793020,5793020,RAJPUR,BUXAR,BUXAR,territorial,25.3942,83.9002,BH-5793020,spatial+name,1.0
BH-PS-5793025,5793025,SIMRI,BUXAR,BUXAR,territorial,25.6363,84.1131,BH-5793025,spatial+name,1.0
BH-PS-5793026,5793026,DHANSOI,BUXAR,BUXAR,territorial,25.354,84.0261,BH-5793026,spatial+name,1.0
BH-PS-5793027,5793027,MURAR,BUXAR,BUXAR,territorial,25.4747,84.2219,BH-5793027,spatial+name,1.0
BH-PS-5793028,5793028,SC/ST,BUXAR,BUXAR,sc_st,25.5785,83.9787,,located-in-BH-5793014-not-mapped,0.182
BH-PS-5793030,5793030,MAHILA,BUXAR,BUXAR,mahila,25.572,83.9719,,located-in-BH-5793014-not-mapped,0.615
BH-PS-5793031,5793031,SIKRAUL,BUXAR,BUXAR,territorial,25.4039,84.1368,BH-5793031,spatial+name,1.0
BH-PS-5793032,5793032,Sonbarsha,BUXAR,BUXAR,territorial,25.4184,84.2992,BH-5793032,spatial+name,0.875
BH-PS-5793033,5793033,Buxar Prohibition,BUXAR,BUXAR,prohibition,25.558871,83.974285,,located-in-BH-5793014-not-mapped,0.261
BH-PS-5106002,5106002,ASHOK PAPER MILLS,DARBHANGA,DARBHANGA,territorial,26.05,85.8981,BH-5106002,spatial-only,0.353
BH-PS-5106004,5106004,BAHADURPUR,DARBHANGA,DARBHANGA,territorial,26.1094,85.9086,BH-5106004,spatial+name,1.0
BH-PS-5106005,5106005,BISHANPUR,DARBHANGA,DARBHANGA,territorial,26.1272,85.8319,BH-5106005,spatial+name,1.0
BH-PS-5106006,5106006,BAHERA,DARBHANGA,DARBHANGA,territorial,26.0719,86.1253,BH-5106006,spatial+name,1.0
BH-PS-5106007,5106007,BAHERI,DARBHANGA,DARBHANGA,territorial,25.9419,86.045,BH-5106007,spatial+name,1.0
BH-PS-5106011,5106011,BIRAUL,DARBHANGA,DARBHANGA,territorial,25.9431,86.2472,BH-5106011,spatial+name,0.833
BH-PS-5106012,5106012,HAYAGHAT,DARBHANGA,DARBHANGA,territorial,26.0189,85.8819,BH-5106012,spatial+name,1.0
BH-PS-5106013,5106013,L.N.M. UNIVERSITY,DARBHANGA,DARBHANGA,territorial,26.1702,85.9037,BH-5106072,spatial-only,0.148
BH-PS-5106014,5106014,MORO,DARBHANGA,DARBHANGA,territorial,26.0789,85.7394,BH-5106014,spatial+name,1.0
BH-PS-5106015,5106015,RAIYAM,DARBHANGA,DARBHANGA,territorial,26.2869,85.9742,BH-5106015,spatial-only,0.8
BH-PS-5106023,5106023,GHAN SHYAMPUR,DARBHANGA,DARBHANGA,territorial,26.0628,86.3247,BH-5106023,spatial+name,1.0
BH-PS-5106032,5106032,JALAI,DARBHANGA,DARBHANGA,territorial,26.3869,85.7289,BH-5106032,spatial-only,0.667
BH-PS-5106033,5106033,JAMALPUR,DARBHANGA,DARBHANGA,territorial,25.9547,86.3617,BH-5106033,spatial+name,1.0
BH-PS-5106035,5106035,KAMTAUL,DARBHANGA,DARBHANGA,territorial,26.3261,85.8203,BH-5106035,spatial-only,0.769
BH-PS-5106037,5106037,KEUTI,DARBHANGA,DARBHANGA,territorial,26.2981,85.9497,BH-5106037,spatial-only,0.8
BH-PS-5106038,5106038,KUSESHWRA ASTHAN,DARBHANGA,DARBHANGA,territorial,25.8206,86.3072,BH-5106038,spatial-only,0.815
BH-PS-5106043,5106043,LAHERIA SARAI,DARBHANGA,DARBHANGA,territorial,26.1278,85.9017,BH-5106072,spatial-only,0.462
BH-PS-5106052,5106052,MANIGACHHI,DARBHANGA,DARBHANGA,territorial,26.2089,86.1406,BH-5106052,spatial+name,1.0
BH-PS-5106054,5106054,SEMARI BAZAR,DARBHANGA,DARBHANGA,territorial,26.1633,85.7633,BH-5106054,spatial-only,0.5
BH-PS-5106055,5106055,DARBHANGA TOWN,DARBHANGA,DARBHANGA,territorial,26.1531,85.8978,BH-5106072,spatial-only,0.667
BH-PS-5106056,5106056,Alinagar,DARBHANGA,DARBHANGA,territorial,26.0731,86.2567,BH-5106056,spatial+name,1.0
BH-PS-5106071,5106071,SINGWARA,DARBHANGA,DARBHANGA,territorial,26.1953,85.7369,BH-5106071,spatial+name,1.0
BH-PS-5106072,5106072,DARBHANGA SADAR,DARBHANGA,DARBHANGA,territorial,26.1531,85.8978,BH-5106072,spatial+name,1.0
BH-PS-5106074,5106074,SANKATPUR,DARBHANGA,DARBHANGA,territorial,26.1508,86.2578,BH-5106074,spatial+name,0.941
BH-PS-5106075,5106075,MAHILA,DARBHANGA,DARBHANGA,mahila,26.1278,85.9017,,located-in-BH-5106072-not-mapped,0.3
BH-PS-5106077,5106077,SC/ST,DARBHANGA,DARBHANGA,sc_st,26.1531,85.8978,,located-in-BH-5106072-not-mapped,0.111
BH-PS-5106078,5106078,Darbhanga Prohibition,DARBHANGA,DARBHANGA,prohibition,26.11584,85.89977,,located-in-BH-5106004-not-mapped,0.333
BH-PS-5109001,5109001,AATI,GAYA,GAYA,territorial,24.8854,84.6877,BH-5109001,spatial+name,0.857
BH-PS-5109002,5109002,ALIPUR,GAYA,GAYA,territorial,25.0254,84.8464,BH-5109002,spatial+name,1.0
BH-PS-5109003,5109003,AMAS,GAYA,GAYA,territorial,24.6133,84.6696,BH-5109029,spatial-only,0.222
BH-PS-5109004,5109004,ATRI,GAYA,GAYA,territorial,24.9333,88.0192,,none,0.0
BH-PS-5109005,5109005,BANKE BAZAR,GAYA,GAYA,territorial,24.520375,84.670645,BH-5109083,spatial+name,1.0
BH-PS-5109007,5109007,BARACHATTY,GAYA,GAYA,territorial,24.5021,85.0112,BH-5109007,spatial+name,1.0
BH-PS-5109009,5109009,BELAGANJ,GAYA,GAYA,territorial,24.9771,84.965,BH-5109009,spatial+name,1.0
BH-PS-5109010,5109010,BODHGAYA,GAYA,GAYA,territorial,24.7269,84.9703,BH-5109010,spatial+name,1.0
BH-PS-5109011,5109011,BUNIYADGANJ,GAYA,GAYA,territorial,24.8194,85.0286,BH-5109051,spatial-only,0.235
BH-PS-5109012,5109012,CHERKI,GAYA,GAYA,territorial,24.6849,84.8803,BH-5109012,spatial+name,1.0
BH-PS-5109013,5109013,CHANDAULI,GAYA,GAYA,territorial,24.784,84.9695,BH-5109049,spatial-only,0.273
BH-PS-5109014,5109014,CIVIL LINES,GAYA,GAYA,territorial,24.7946,85.0077,BH-5109049,spatial-only,0.182
BH-PS-5109015,5109015,DELHA,GAYA,GAYA,territorial,24.8065,84.9849,BH-5109049,spatial-only,0.333
BH-PS-5109017,5109017,GURARU,GAYA,GAYA,territorial,24.8075,84.7896,BH-5109017,spatial+name,1.0
BH-PS-5109018,5109018,DOBHI,GAYA,GAYA,territorial,24.533469,84.909838,BH-5109082,spatial+name,1.0
BH-PS-5109019,5109019,DUMARIA,GAYA,GAYA,territorial,24.4411,84.3911,BH-5109019,spatial+name,1.0
BH-PS-5109022,5109022,FATEHPUR,GAYA,GAYA,territorial,24.6265,85.2194,BH-5109022,spatial+name,1.0
BH-PS-5109029,5109029,GURUA,GAYA,GAYA,territorial,24.6656,84.7875,BH-5109029,spatial+name,1.0
BH-PS-5109031,5109031,HARIJAN P.S.,GAYA,GAYA,territorial,24.7844,84.9726,BH-5109049,spatial-only,0.2
BH-PS-5109036,5109036,IMAMGANJ,GAYA,GAYA,territorial,24.4533,84.5865,BH-5109036,spatial+name,1.0
BH-PS-5109044,5109044,KHIZAR SARAI,GAYA,GAYA,territorial,25.1776,85.1022,,district-conflict,0.0
BH-PS-5109045,5109045,KONCH,GAYA,GAYA,territorial,24.9309,84.7648,BH-5109045,spatial+name,1.0
BH-PS-5109047,5109047,KOTHIGRAM,GAYA,GAYA,territorial,24.3786,84.5244,BH-5109047,spatial-only,0.714
BH-PS-5109048,5109048,KOTWALI,GAYA,GAYA,territorial,24.7969,85.0084,BH-5109049,spatial-only,0.2
BH-PS-5109049,5109049,MAGADH MEDICAL COLLEGE,GAYA,GAYA,territorial,24.7712,84.9616,BH-5109049,spatial-only,0.812
BH-PS-5109050,5109050,MAGADH VISWAVIDYALAY,GAYA,GAYA,territorial,24.6846,84.9629,BH-5109010,spatial-only,0.296
BH-PS-5109051,5109051,GAYA MUFASSIL,GAYA,GAYA,territorial,24.7977,85.0242,BH-5109051,spatial-only,0.778
BH-PS-5109052,5109052,RAMPUR,GAYA,GAYA,territorial,24.7797,84.9813,BH-5109049,spatial-only,0.211
BH-PS-5109053,5109053,MOHANPUR,GAYA,GAYA,territorial,24.5777,85.0841,BH-5109053,spatial+name,1.0
BH-PS-5109055,5109055,NEEMCHAK BADANI,GAYA,GAYA,territorial,24.9932,85.2636,BH-5109055,spatial+name,0.889
BH-PS-5109056,5109056,Bhadwar,GAYA,GAYA,territorial,24.4311,84.4503,BH-5109056,spatial+name,1.0
BH-PS-5109057,5109057,Bodhgaya Traffic,GAYA,GAYA,traffic,24.7269,84.9703,,located-in-BH-5109010-not-mapped,0.727
BH-PS-5109059,5109059,Chakand,GAYA,GAYA,territorial,24.8901,84.985,BH-5109059,spatial+name,1.0
BH-PS-5109060,5109060,Chhakarbandha,GAYA,GAYA,territorial,24.5003,84.4732,BH-5109060,spatial+name,1.0
BH-PS-5109062,5109062,Lutua,GAYA,GAYA,territorial,24.5286,84.6105,BH-5109062,spatial+name,1.0
BH-PS-5109064,5109064,PARAIYA,GAYA,GAYA,territorial,24.8308,84.8479,BH-5109064,spatial+name,1.0
BH-PS-5109065,5109065,Maigra,GAYA,GAYA,territorial,24.435,84.4973,BH-5109065,spatial+name,1.0
BH-PS-5109066,5109066,Suhail,GAYA,GAYA,territorial,24.3207,84.54,,none,0.0
BH-PS-5109067,5109067,Tankuppa,GAYA,GAYA,territorial,24.7021,85.1324,BH-5109067,spatial+name,1.0
BH-PS-5109068,5109068,ROSHANGANJ,GAYA,GAYA,territorial,24.5268,84.7129,BH-5109068,spatial+name,0.857
BH-PS-5109070,5109070,Vishnupad Temple,GAYA,GAYA,territorial,24.776,85.0048,BH-5109049,spatial-only,0.286
BH-PS-5109072,5109072,SHERGHATI,GAYA,GAYA,territorial,24.5684,84.8004,BH-5109072,spatial+name,1.0
BH-PS-5109076,5109076,TEKARI,GAYA,GAYA,territorial,24.9422,84.8439,BH-5109076,spatial+name,0.833
BH-PS-5109077,5109077,MAHILA,GAYA,GAYA,mahila,24.7844,84.9725,,located-in-BH-5109049-not-mapped,0.526
BH-PS-5109078,5109078,MEN,GAYA,GAYA,territorial,25.0316,84.891,BH-5109078,spatial-only,0.571
BH-PS-5109080,5109080,WAZIRGANJ,GAYA,GAYA,territorial,24.8014,85.244,BH-5109080,spatial+name,1.0
BH-PS-5109081,5109081,Gaya Prohibition,GAYA,GAYA,prohibition,24.641614,84.950529,,located-in-BH-5109050-not-mapped,0.452
BH-PS-5139001,5139001,BARAULI,GOPALGANJ,GOPALGANJ,territorial,26.3924,84.5858,BH-5139001,spatial+name,1.0
BH-PS-5139002,5139002,Hathua,GOPALGANJ,GOPALGANJ,territorial,26.36187,84.31218,BH-5139002,spatial+name,1.0
BH-PS-5139005,5139005,BAIKUNTHPUR,GOPALGANJ,GOPALGANJ,territorial,26.2649,84.7456,BH-5139005,spatial+name,1.0
BH-PS-5139006,5139006,BHORE,GOPALGANJ,GOPALGANJ,territorial,26.4474,84.104,BH-5139006,spatial+name,0.909
BH-PS-5139008,5139008,KUCHAIKOTE,GOPALGANJ,GOPALGANJ,territorial,26.5588,84.3279,BH-5139008,spatial+name,1.0
BH-PS-5139009,5139009,KATEYA,GOPALGANJ,GOPALGANJ,territorial,26.5686,84.0814,BH-5139009,spatial+name,0.909
BH-PS-5139010,5139010,MIRGANJ,GOPALGANJ,GOPALGANJ,territorial,26.3705,84.3323,BH-5139014,spatial-only,0.375
BH-PS-5139011,5139011,MAJHAGARH,GOPALGANJ,GOPALGANJ,territorial,26.4012,84.4928,BH-5139011,spatial+name,0.947
BH-PS-5139012,5139012,VIJAYIPUR,GOPALGANJ,GOPALGANJ,territorial,26.4662,83.9866,BH-5139012,spatial+name,0.875
BH-PS-5139013,5139013,MOHAMMADPUR,GOPALGANJ,GOPALGANJ,territorial,26.3458,84.6957,BH-5139016,spatial-only,0.316
BH-PS-5139014,5139014,UCHKAGAON,GOPALGANJ,GOPALGANJ,territorial,26.4508,84.2867,BH-5139014,spatial+name,1.0
BH-PS-5139015,5139015,YADOPUR,GOPALGANJ,GOPALGANJ,territorial,26.5267,84.4348,BH-5139015,spatial+name,1.0
BH-PS-5139016,5139016,SIDHWALIA,GOPALGANJ,GOPALGANJ,territorial,26.3347,84.6717,BH-5139016,spatial+name,1.0
BH-PS-5139017,5139017,THAWE,GOPALGANJ,GOPALGANJ,territorial,26.43,84.3916,BH-5139017,spatial+name,1.0
BH-PS-5139018,5139018,GOPALPUR,GOPALGANJ,GOPALGANJ,territorial,26.5694,84.2461,BH-5139018,spatial+name,1.0
BH-PS-5139021,5139021,SC/ST,GOPALGANJ,GOPALGANJ,sc_st,26.4657,84.4423,,located-in-BH-5139036-not-mapped,0.111
BH-PS-5139022,5139022,BISHAMBHARPUR,GOPALGANJ,GOPALGANJ,territorial,26.5619,84.3809,BH-5139022,spatial+name,1.0
BH-PS-5139025,5139025,PHULWARIA,GOPALGANJ,GOPALGANJ,territorial,26.4587,84.2406,BH-5139025,spatial+name,1.0
BH-PS-5139038,5139038,Gopalganj Prohibition,GOPALGANJ,GOPALGANJ,prohibition,26.466223,84.441877,,located-in-BH-5139036-not-mapped,0.588
BH-PS-5799005,5799005,BARHAT,JAMUI,JAMUI,territorial,24.9905,86.2793,BH-5799005,spatial+name,1.0
BH-PS-5799009,5799009,CHAKAI,JAMUI,JAMUI,territorial,24.5561,86.396,BH-5799009,spatial+name,1.0
BH-PS-5799016,5799016,CHANDRADEEP,JAMUI,JAMUI,territorial,24.94,85.86,BH-5799016,spatial+name,0.9
BH-PS-5799019,5799019,CHANDRAMANDI,JAMUI,JAMUI,territorial,24.5625,86.4025,BH-5799009,spatial-only,0.556
BH-PS-5799023,5799023,JAMUI,JAMUI,JAMUI,territorial,24.9231,86.2251,BH-5799023,spatial+name,1.0
BH-PS-5799024,5799024,JHAJHA,JAMUI,JAMUI,territorial,24.7688,86.381,BH-5799024,spatial+name,1.0
BH-PS-5799028,5799028,KHAIRA,JAMUI,JAMUI,territorial,24.8708,86.2075,BH-5799028,spatial+name,1.0
BH-PS-5799032,5799032,LAKSHMIPUR,JAMUI,JAMUI,territorial,25.008,86.39,BH-5799032,spatial+name,1.0
BH-PS-5799040,5799040,SIMULTALLA,JAMUI,JAMUI,territorial,24.7133,86.5433,BH-5799024,spatial-only,0.267
BH-PS-5799043,5799043,MALAYPUR,JAMUI,JAMUI,territorial,24.9713,86.2542,BH-5799005,spatial-only,0.286
BH-PS-5799047,5799047,SIKANDARA,JAMUI,JAMUI,territorial,24.9522,86.0328,BH-5799047,spatial+name,0.941
BH-PS-5799048,5799048,SONO,JAMUI,JAMUI,territorial,24.7422,86.305,BH-5799048,spatial+name,0.889
BH-PS-5799052,5799052,Batia,JAMUI,JAMUI,territorial,24.6921,86.3263,BH-5799048,spatial-only,0.0
BH-PS-5799056,5799056,Garhi,JAMUI,JAMUI,territorial,24.7953,86.0798,BH-5799028,spatial-only,0.4
BH-PS-5799060,5799060,Jamui Prohibition,JAMUI,JAMUI,prohibition,24.927519,86.227928,,located-in-BH-5799023-not-mapped,0.476
BH-PS-5790013,5790013,PALI,JEHANABAD,JEHANABAD,territorial,25.2514,85.0891,BH-5790013,spatial+name,1.0
BH-PS-5790016,5790016,PARAS BIGHA,JEHANABAD,JEHANABAD,territorial,25.1588,84.9639,BH-5790016,spatial+name,1.0
BH-PS-5790018,5790018,HULASGANJ,JEHANABAD,JEHANABAD,territorial,25.0819,85.1477,BH-5790018,spatial+name,1.0
BH-PS-5790020,5790020,KAKO,JEHANABAD,JEHANABAD,territorial,25.2248,85.0833,BH-5790020,spatial+name,1.0
BH-PS-5790026,5790026,GHOSI,JEHANABAD,JEHANABAD,territorial,25.1711,85.0992,BH-5790026,spatial+name,0.889
BH-PS-5790039,5790039,JEHANABAD,JEHANABAD,JEHANABAD,territorial,25.2074,84.9875,BH-5790039,spatial+name,1.0
BH-PS-5790050,5790050,MAKHDUMPUR,JEHANABAD,JEHANABAD,territorial,25.0726,84.9726,BH-5790050,spatial+name,0.947
BH-PS-5790051,5790051,MAHILA,JEHANABAD,JEHANABAD,mahila,25.2072,84.9899,,located-in-BH-5790039-not-mapped,0.267
BH-PS-5790052,5790052,SC/ST,JEHANABAD,JEHANABAD,sc_st,25.2018,84.9878,,located-in-BH-5790016-not-mapped,0.154
BH-PS-5790053,5790053,Barabar Tourism,JEHANABAD,JEHANABAD,territorial,25.0046,85.0668,BH-5790009,spatial-only,0.25
BH-PS-5790054,5790054,Junathi,JEHANABAD,JEHANABAD,territorial,25.2112,84.8821,BH-5790016,spatial-only,0.25
BH-PS-5790055,5790055,Okari,JEHANABAD,JEHANABAD,territorial,25.2602,85.1451,BH-5790055,spatial+name,1.0
BH-PS-5790073,5790073,SAKURABAD,JEHANABAD,JEHANABAD,territorial,25.1447,84.9029,BH-5790073,spatial+name,0.947
BH-PS-5790074,5790074,Jehanabad Prohibition,JEHANABAD,JEHANABAD,prohibition,25.203592,84.991686,,located-in-BH-5790016-not-mapped,0.276
BH-PS-5130001,5130001,AJAM NAGAR,KATIHAR,KATIHAR,territorial,25.5492,87.8239,BH-5130001,spatial+name,1.0
BH-PS-5130002,5130002,AMDABAD,KATIHAR,KATIHAR,territorial,25.2964,87.7975,BH-5130002,spatial+name,1.0
BH-PS-5130003,5130003,ABADPUR,KATIHAR,KATIHAR,territorial,25.5365,87.9971,BH-5130003,spatial+name,1.0
BH-PS-5130006,5130006,BARARI,KATIHAR,KATIHAR,territorial,25.5001,87.3802,BH-5130006,spatial+name,1.0
BH-PS-5130007,5130007,BARSOI,KATIHAR,KATIHAR,territorial,25.6189,87.9256,BH-5130007,spatial+name,1.0
BH-PS-5130008,5130008,FALKA,KATIHAR,KATIHAR,territorial,25.6276,87.2746,BH-5130008,spatial+name,1.0
BH-PS-5130009,5130009,KORHA,KATIHAR,KATIHAR,territorial,25.6225,87.4017,BH-5130009,spatial+name,1.0
BH-PS-5130010,5130010,NAGAR,KATIHAR,KATIHAR,territorial,25.516,87.581,BH-5130010,spatial-only,0.588
BH-PS-5130011,5130011,DANDKHORA,KATIHAR,KATIHAR,territorial,25.5742,87.6469,BH-5130011,spatial+name,1.0
BH-PS-5130012,5130012,KADWA,KATIHAR,KATIHAR,territorial,25.5381,87.5719,BH-5130010,spatial-only,0.353
BH-PS-5130013,5130013,MUFASSIL,KATIHAR,KATIHAR,territorial,25.575989,87.576206,BH-5130066,spatial-only,0.308
BH-PS-5130014,5130014,MANSAHI,KATIHAR,KATIHAR,territorial,25.4739,87.592,BH-5130014,spatial+name,1.0
BH-PS-5130016,5130016,PRANPUR,KATIHAR,KATIHAR,territorial,25.4712,87.7149,BH-5130026,spatial-only,0.308
BH-PS-5130017,5130017,KURSAILA,KATIHAR,KATIHAR,territorial,25.4535,87.2523,BH-5130017,spatial-only,0.8
BH-PS-5130019,5130019,MANIHARI,KATIHAR,KATIHAR,territorial,25.3461,87.6227,BH-5130019,spatial+name,1.0
BH-PS-5130023,5130023,Sahayak Thana,KATIHAR,KATIHAR,territorial,25.553458,87.558834,BH-5130010,spatial-only,0.421
BH-PS-5130066,5130066,Katihar Prohibition,KATIHAR,KATIHAR,prohibition,25.56115,87.55166,,located-in-BH-5130066-not-mapped,0.25
BH-PS-5108001,5108001,ALAULI,KHAGARIA,KHAGARIA,territorial,25.6404,86.3992,BH-5108001,spatial+name,1.0
BH-PS-5108002,5108002,BELDAUR,KHAGARIA,KHAGARIA,territorial,25.5958,86.7873,BH-5108002,spatial+name,1.0
BH-PS-5108003,5108003,CHAUTHAM,KHAGARIA,KHAGARIA,territorial,25.5418,86.6565,BH-5108003,spatial+name,1.0
BH-PS-5108004,5108004,GOGARI,KHAGARIA,KHAGARIA,territorial,25.4135,86.6518,BH-5108004,spatial+name,0.909
BH-PS-5108005,5108005,KHAGARIA,KHAGARIA,KHAGARIA,territorial,25.5017,86.4701,BH-5108005,spatial-only,0.0
BH-PS-5108006,5108006,MANSI,KHAGARIA,KHAGARIA,territorial,25.5071,86.553,BH-5108006,spatial+name,1.0
BH-PS-5108007,5108007,MURKAHI,KHAGARIA,KHAGARIA,territorial,25.5434,86.5048,BH-5108021,spatial-only,0.182
BH-PS-5108008,5108008,PARBATTA,KHAGARIA,KHAGARIA,territorial,25.3498,87.0591,,district-conflict,0.0
BH-PS-5108009,5108009,PASRAHA,KHAGARIA,KHAGARIA,territorial,25.4058,86.743,BH-5108009,spatial-only,0.769
BH-PS-5108010,5108010,MAHESKHUT,KHAGARIA,KHAGARIA,territorial,25.4645,86.6381,BH-5108010,spatial+name,0.889
BH-PS-5108011,5108011,MAHILA,KHAGARIA,KHAGARIA,mahila,25.5096,86.4914,,located-in-BH-5108005-not-mapped,0.0
BH-PS-5108012,5108012,SC/ST,KHAGARIA,KHAGARIA,sc_st,25.5001,86.4596,,located-in-BH-5108005-not-mapped,0.25
BH-PS-5108013,5108013,Riverine Mohraghat,KHAGARIA,KHAGARIA,territorial,25.696629,86.43587,BH-5108001,spatial-only,0.091
BH-PS-5108016,5108016,Amausi,KHAGARIA,KHAGARIA,territorial,25.6167,86.4693,BH-5108007,spatial-only,0.364
BH-PS-5108017,5108017,Bahadurpur,KHAGARIA,KHAGARIA,territorial,25.6192,86.2987,BH-5108001,spatial-only,0.375
BH-PS-5108018,5108018,Gangaur,KHAGARIA,KHAGARIA,territorial,25.5056,86.3449,BH-5108018,spatial+name,0.857
BH-PS-5108019,5108019,Madaiya,KHAGARIA,KHAGARIA,territorial,25.3564,86.7207,BH-5108013,spatial-only,0.727
BH-PS-5108020,5108020,Piparpani,KHAGARIA,KHAGARIA,territorial,25.6674,86.4646,BH-5108001,spatial-only,0.133
BH-PS-5108021,5108021,Khagaria Prohibition,KHAGARIA,KHAGARIA,prohibition,25.507778,86.479722,,located-in-BH-5108005-not-mapped,0.182
BH-PS-5791007,5791007,BAHADURGANJ,KISHANGANJ,KISHANGANJ,territorial,26.2508,87.8339,BH-5791007,spatial+name,1.0
BH-PS-5791011,5791011,THAKURGANJ,KISHANGANJ,KISHANGANJ,territorial,26.4247,88.1314,BH-5791013,spatial-only,0.333
BH-PS-5791020,5791020,DIGHALBANK,KISHANGANJ,KISHANGANJ,territorial,26.4472,87.8622,BH-5791020,spatial+name,1.0
BH-PS-5791040,5791040,KISHANGANJ,KISHANGANJ,KISHANGANJ,territorial,26.0961,87.9489,BH-5791040,spatial+name,1.0
BH-PS-5791041,5791041,KOCHADHAMAN,KISHANGANJ,KISHANGANJ,territorial,26.1611,87.7664,BH-5791041,spatial+name,0.909
BH-PS-5791042,5791042,MAHILA,KISHANGANJ,KISHANGANJ,mahila,26.097219,87.946891,,located-in-BH-5791040-not-mapped,0.25
BH-PS-5791043,5791043,SC/ST,KISHANGANJ,KISHANGANJ,sc_st,26.097219,87.946891,,located-in-BH-5791040-not-mapped,0.143
BH-PS-5791044,5791044,TEDAGACHH,KISHANGANJ,KISHANGANJ,territorial,26.3817,87.6908,BH-5791044,spatial+name,0.824
BH-PS-5791056,5791056,POTHIA,KISHANGANJ,KISHANGANJ,territorial,26.3142,88.1739,BH-5791056,spatial+name,1.0
BH-PS-5791059,5791059,Paharkatta,KISHANGANJ,KISHANGANJ,territorial,26.2364,88.1225,BH-5791059,spatial-only,0.75
BH-PS-5791060,5791060,Kishanganj Prohibition,KISHANGANJ,KISHANGANJ,prohibition,26.093999,87.945178,,located-in-BH-5791040-not-mapped,0.645
BH-PS-5802005,5802005,BARHAHIYA,LAKHISARAI,LAKHI SARAI,territorial,25.2791,86.0224,BH-5802005,spatial+name,0.933
BH-PS-5802011,5802011,CHANAN,LAKHISARAI,LAKHI SARAI,territorial,25.0678,86.166,BH-5802011,spatial+name,1.0
BH-PS-5802017,5802017,KAJRA,LAKHISARAI,LAKHI SARAI,territorial,25.1809,86.2571,BH-5802017,spatial+name,1.0
BH-PS-5802018,5802018,HALSI,LAKHISARAI,LAKHI SARAI,territorial,25.0308,86.0511,BH-5802018,spatial+name,1.0
BH-PS-5802020,5802020,BIRUPUR,LAKHISARAI,LAKHI SARAI,territorial,25.2254,85.9883,BH-5802020,spatial+name,0.923
BH-PS-5802033,5802033,LAKHISARAI,LAKHISARAI,LAKHI SARAI,territorial,25.1843,86.0995,BH-5802033,spatial+name,1.0
BH-PS-5802034,5802034,MEDNI CHOWKI,LAKHISARAI,LAKHI SARAI,territorial,25.2857,86.3174,BH-5802034,spatial+name,0.957
BH-PS-5802035,5802035,PIPARIA,LAKHISARAI,LAKHI SARAI,territorial,25.2561,86.1194,BH-5802005,spatial-only,0.571
BH-PS-5802049,5802049,SURYAGARHA,LAKHISARAI,LAKHI SARAI,territorial,25.245,86.2235,BH-5802049,spatial+name,1.0
BH-PS-5802051,5802051,PIRI BAZAAR,LAKHISARAI,LAKHI SARAI,territorial,25.2143,86.3207,BH-5802051,spatial+name,1.0
BH-PS-5802052,5802052,MAHILA,LAKHISARAI,LAKHI SARAI,mahila,25.1843,86.0995,,located-in-BH-5802033-not-mapped,0.267
BH-PS-5802053,5802053,SC/ST,LAKHISARAI,LAKHI SARAI,sc_st,25.162,86.0968,,located-in-BH-5802033-not-mapped,0.154
BH-PS-5802054,5802054,Bannu Bagicha,LAKHISARAI,LAKHI SARAI,territorial,25.1186,86.1785,BH-5802011,spatial-only,0.353
BH-PS-5115001,5115001,ALAM NAGAR,MADHEPURA,MADHEPURA,territorial,25.5717,86.9055,BH-5115001,spatial+name,1.0
BH-PS-5115002,5115002,BIHARIGANJ,MADHEPURA,MADHEPURA,territorial,25.7337,86.9898,BH-5115002,spatial+name,1.0
BH-PS-5115004,5115004,CHAUSA,MADHEPURA,MADHEPURA,territorial,25.5295,87.0343,BH-5115004,spatial+name,1.0
BH-PS-5115005,5115005,GAMHARIA,MADHEPURA,MADHEPURA,territorial,26.0517,86.7323,BH-5115005,spatial+name,1.0
BH-PS-5115006,5115006,UDA KISHANGANJ,MADHEPURA,MADHEPURA,territorial,25.6877,86.9516,BH-5115006,spatial+name,1.0
BH-PS-5115007,5115007,KUMARKHAND,MADHEPURA,MADHEPURA,territorial,25.9891,86.9915,BH-5115007,spatial+name,1.0
BH-PS-5115008,5115008,MADHEPURA,MADHEPURA,MADHEPURA,territorial,25.9334,86.7959,BH-5115008,spatial+name,1.0
BH-PS-5115009,5115009,MURLIGANJ,MADHEPURA,MADHEPURA,territorial,25.8919,86.9959,BH-5115009,spatial+name,1.0
BH-PS-5115011,5115011,SINGHESHWAR,MADHEPURA,MADHEPURA,territorial,25.9838,86.8056,BH-5115011,spatial+name,1.0
BH-PS-5115017,5115017,GWALPARA,MADHEPURA,MADHEPURA,territorial,25.7609,86.8927,BH-5115017,spatial+name,1.0
